,Audio,text
21,"De.Você acredita que as redes sociais digitais podem aumentar como posições extremistas em francês POR que você TEM ESSA OPINIÃO acha EU que acho que é BEM mais fácil, pois as pessoas são mais E extremistas no mundo esses sinais QUE É EM no primeiro lugar em que muitos confundem a liberdade de expressão que todos lutam muito presente de poder falar ou que dá na telha.E eu tensa essa opinião POR que EU acredito QUE na internet como pessoas.Perdem ou medo da punição E do julgamento.Por conta do anonimato poucas pessoas dança do SABER seu endereço SEU nome poucas coisas essenciais NÉ e poucas pessoas realmente são penalizadas por serem extremistas em agentes e essa falta de punição encoraja muito essas AÇÕES.","de.voce acreditar redes sociais digitais podem aumentar posicoes extremista frances opiniao achar achar bem facil , pois pessoas extremistas mundo sinais primeiro lugar muitos confundir liberdade expressao todos lutar presente poder falar dar telha.e tensa opiniao acreditar internet pessoas.perdem medo punicao julgamento.por contar anonimato poucas pessoas dancar saber endereco nome poucas essenciais ne poucas pessoas realmente penalizar serem extremista agentes falta punicao encorajar acoes"
22,Acho que as redes sociais vêm deixando as pessoas mais extremistas sem. Porquê e é um mundo democrático onde as pessoas podem é colocar suas opiniões e muitas vezes é elas não estão um acostumadas ontem tem flexibilidade pretendeu pão de vista de outros pessoas de outras partes então um é acaba sendo um cenário pra prosternou certeza.,achar redes sociais vem deixar pessoas extremistas porque mundo democratico onde pessoas podem colocar opinioes muitas vezes acostumar ontem flexibilidade pretender pao vista outros pessoas outras partes entao acaba ser cenario pra prosternou certeza
23,Eu entendo que as mídias sociais elas são há um meio para esse extremismo. De modo que hoje as pessoas tem essa ferramenta e tem a a passividade de externar a sua horta opinião. O que a gente ver é um verdadeiro embate. Ana e as pessoas são extremamente para ele o rígidas no seu pensamento então o cão a democracia hoje. Eu vejo do seguinte. Democracia para discutir a sua opinião desde que não afete a minha a minha opinião é formada então esse extremismo. Que na verdade as faz parte do ser humano que hoje vêm à tona. Pelo fato do agente ter aí as mídias society sociais disponíveis cão é muito mais rápida muito mais fácil você externar sua opinião. Isso.,entender midias sociais meio extremismo modo hoje pessoas ferramenta passividade externar horta opiniao gente verdadeiro embate ana pessoas extremamente rigido pensamento entao cao democracia hoje ver seguinte democracia discutir opiniao desde afete opiniao formar entao extremismo verdade fazer parte ser humano hoje vir tona fato agente ai midias society sociais disponiveis cao rapida facil externar opiniao
24,Vamos lá é eu acredito que as rede sociais não deixam as pessoas mais prende as pessoas são extremistas por natureza ser uma obtém de hacer extremista em pontos de vistas de ações mas a rede social permite encoraja o ser humano a ser extremista. Perante os outros. Então coisas que antes o ser humano não teria coragem de passar a colega para outras pessoas pelo fato do anonimato e da segurança de ti não vai acontecer nada ele se encoraja arias colocar para fora a ações extremistas possíveis rocha que é isso.,ir la acreditar rede sociais deixar pessoas prender pessoas extremista natureza ser obtem hacer extremista pontos vistas acoes rede social permitir encoraja ser humano ser extremista perante outros entao antes ser humano coragem passar colega outras pessoas fato anonimato seguranca ti acontecer nada encorajar arias colocar acoes extremistas possiveis rocha
25,De. Bom eu acho que as redes sociais ajudam sim em aumentar as posições extremistas mas não só isso na é eu explico da seguinte forma elas ajudam por que é a disseminação de informação de uma forma indiscriminada é muito mais rápida as pessoas interagem por afinidades né então não tem pouca diversidade nas redes sociais. E a e e as informações elas não são refletidas né não não existe reflexão sobre isso então eu acredito que sim que as redes sociais ajudam nisso. É mas eu acredito também que as redes sociais têm potencial para a mudar a essas posições extremistas porém isso demanda um esforço maior em relação à pesquisa é é atenta a encontrar veracidade das situações que são expostos.,bom achar redes sociais ajudar aumentar posicoes extremistas explico seguinte forma ajudar disseminacao informacao forma indiscriminado rapida pessoas interagir afinidades ne entao pouca diversidade redes sociais informacoes refletidas ne existir reflexao sobre entao acreditar redes sociais ajudar acreditar redes sociais ter potencial mudar posicoes extremistas porem demandar esforco maior relacao pesquisa atenta encontrar veracidade situacoes exposto
26,Eu acredito que já possuem um posicionamento político é m o religioso formato não seja influenciado mas no caso. De pessoas é alienada as pessoas que já possuam esse posicionamento radical que admitem que as mídias podem sim teve papel de influenciar e também de fomentar este reposicionamento.,acreditar possuir posicionamento politico m religioso formato influenciar caso pessoas alienar pessoas possuir posicionamento radical admitir midias podem papel influenciar fomentar reposicionamento
27,É ver que em que sim porque o extremismo na é já vem de longa data e vinho para sociedades de eike também é a fé que na juventude com informações como chegar o extremismo e executar as. É um país fechado uso é o oriente  médio o extremismo está paralisado há que países de outras continente então é as outras culturas e não consegue.,extremismo vir longa data vinho sociedades eike fe juventude informacoes chegar extremismo executar pais fechar uso oriente   medio extremismo paralisar paises outras continente entao outras culturas conseguir
28,Concordo pois é há muitos anos. Alguns grupos na na internet. O que é incentiva sussurro os cada vez mais radical como. Grupo. Sage para calibre lanças pois tive. Vimos vários. É é cliente perigo são suas páginas. A minha opinião pois falar dos alunos através de barcos. Tudo que nós póstumo negado subdistribuidores. Quem segue mesmo nunca nega. Para que. Quem tem opinião contrária. No negativo. Sobre o país. Tão um. Até a país fazem leis os os que o desastre que seguissem. Muito. De estreante pasmo religião. Na minha opinião. Muito muito ruins isso. As pessoas não têm consciência.,concordo pois muitos anos alguns grupos internet incentivo sussurro cada vez radical grupo sage calibrar lancas pois vir varios cliente perigo paginas opiniao pois falar alunos atraves barcos postumo negar subdistribuidores seguir nunca negar opiniao contraria negativo sobre pais pais fazer leis desastre seguir estreante pasmo religiao opiniao ruins pessoas ter consciencia
29,Sem porque pulamos de um assunto para outros somos apresentados a mais e mais conteúdo apelativo sensacionalistas para manter para nos manter nas e de sociais no vício como resultados nos postos argumentos emocionais olha de cais e acabamos xingando ofendendo é pessoas nos e de sociais sem ao menos conhecêlos.,pular assunto outros apresentar conteudo apelativo sensacionalistas manter manter sociais vicio resultados postos argumentos emocionais olhar cais acabar xingando ofender pessoa sociais menos conhecelos
30,Olha eu acho que as redes sociais não têm deixado as pessoas mais extremistas mas ela tem dado voz de coragem para um público que não tem coragem de se expor e falar abertamente a sua opinião então as pessoas usam as redes sociais muitas vezes anomia anonimamente ou com um perfil falso expressando uma coisa que ela gostaria de dizer eu gostaria de fazer mas não tem coragem de ir de vir a público e se expor. E as redes sociais ela em poder era um público que ele muitas vezes é até perigoso for poder incentivar influenciar outras pessoas que vêm executável idéias que ela possa ter e aí essas atitudes acabam se tornando extremistas mas eu não sei se mais extremistas eu acho que só flora aquilo que a pessoa não consegue publicamente acaba dando poder para ela se expressar sem se expor é isso em.,olhar achar redes sociais tem deixar pessoas extremistas dar voz coragem publico coragem expor falar abertamente opiniao entao pessoas usar redes sociais muitas vezes anomia anonimamente perfil falso expressar gostar dizer gostar fazer coragem ir ver publico expor redes sociais poder publico muitas vezes perigoso poder incentivar influenciar outras pessoas vir executavel ideias possa ai atitudes acabam tornar extremistas saber extremistas achar florir pessoa conseguir publicamente acaba dar poder expressar expor
31,O indica então é n eu pensei bastante nesse um tema que você colocou. Um um já fiz vários argumentos e contras é argumentos aqui na minha cabeça. E a conclusão que chego é que não. Não são as redes sociais que estão deixando as pessoas extremistas eu acho que esse uma condição de ser humano e e o que acontece é que a rede social veja como funciona o escudo para as pessoas que já tem esse sentimento extremista. Então ela se usa desse escudo para atacar. Ma é es o extremismo é uma condição do ser humano é ele e que tenha liberdade de escolher em acreditar naquilo que lê ou pesquisar e entendesse o que ele tá lenda real e i formulada cisão de tão não não são as redes sociais é o ser humano é ele que. Que toma a decisão.,indicar entao pensar bastante tema colocar fazer varios argumentos contras argumento aqui cabeca conclusao chego redes sociais deixar pessoas extremistas achar condicao ser humano acontecer rede social ver funcionar escudo pessoas sentimento extremista entao usar d escudo atacar ma es extremismo condicao ser humano liberdade escolher acreditar ler pesquisar entender ta lenda real i formular cisao redes sociais ser humano tomar decisao
32,Bom acho que sim as que. Dês dos primórdios da internet a foi o maior de visor né de águas há tanto para a informação quanto para comunicação e para tudo mais e com isso abriu várias brechas para que houvessem a debates mais abertos né entre aspas sobre diversos assuntos diversos assuntos tornaram é se tornaram mais acessíveis né e com isso as divergências de opiniões acabaram um a se tornando um pouco mais públicas e por se tornarem públicas de certa forma a. A expressão um é a forma de de argumentar a cabul se tornando pública também não muitas não na na maioria dos vezes né. É sem do agressiva né sendo então de agressão de de formação de preconceito e de tudo mais internet da mesma forma como ela veio pra para unir né ela também separou é as pessoas por diversas coisas é ótico como a as opiniões e a galera realmente defende e de uma maneira muito o ríspida e tenta impor à opinião e a visão de qualquer jeito de respeitando todas as pessoas.,bom achar des primordios internet maior visor ne aguas tanto informacao quanto comunicacao abrir varias brechas debates aberto ne aspas sobre diversos assuntos diversos assuntos tornar tornar acessiveis ne divergencias opinioes acabar tornar pouco publicas tornar publicas certa forma a. expressao forma argumentar cabul tornar publica muitas maioria vezes ne agressivo ne sendo entao agressao formacao preconceito internet mesma forma vir pra unir ne separar pessoas diversas otico opinioes galera realmente defender maneira rispido tentar impor opiniao visao qualquer jeito respeitar todas pessoas
33,Bom eu acho que as pessoas na internet elas ficam mais extremistas e tem vários fatores é que fazem elas ficarem mas extremistas um deles é que a se essas pessoas elas tenho não ela ela tem uma crença é sob tal situação a internet elas vão procurar ele grupos ou pessoas demos uma crença elas encontrando esse tipo de pessoa isso vai fortalecer a a e da tela e mimi que valida a ideia dela mesmo sendo uma coisa negativa de agente vê no caso por exemplo a ana bombom suscitar ou com caso mais extremista como nazismo na no caso em pessoas que acreditam nisso que uma coisa totalmente negativa e é interrompe internet usar um grupo relacionado este d pois eles acabam achando outras pessoas quinze de cão também nessa coisa negativa isso dá mais força para ele de presente eles não tão sozinhos na. Isso ou a contas para várias coisas não só para coisas positivas para coisas negativas também e ele. Tanto propositivo governativas pessoa se tornam sim mas extremistas na. Elas o ano de mais aquela coisa neri possam mais ainda e tal o lance o day mas vi começam a até a aquele agir né agir daquela forma pelas acham que é correto é mas quem interessa assim da augusta entre as pessoas da até porque elas não tão cara a cara com as das pessoas na então isso válida bastante a e a a ideia da nossa acharem que estoque é tranquilo.,bom achar pessoas internet ficar extremistas varios fatores fazer ficar extremista d pessoas crenca sob tal situacao internet vao procurar grupos pessoas demo crenca encontrar tipo pessoa fortalecer tela mimi valido ideia d ser negativa agente ver caso exemplo ana bombom suscitar caso extremista nazismo caso pessoas acreditar totalmente negativa interrompe internet usar grupo relacionar d pois acabam achar outras pessoas quinze cao negativa dar forca presente sozinhos contas varias positivas negativas tanto propositivo governativas pessoa tornar extremistas ano neri possam ainda tal lance day vi comedir agir ne agir d forma achar correto interessar assim augusta pessoas caro cara pessoas entao valido bastante ideia achar estoque tranquilo
34,Para se ótico extremismo então muito concessões reais ano por conta do mato que as permite ente poetizando a liberdade expressão como instrumento para divulgar mas a de ódio ou se mesmos que acaba só aumentando em muitas dessas ritos sais também é razões põe limites filtro cruzar os poços que. Só faz facilita com que as mensagens de ódio submisso divulgados. Espelho junto a tudo isso com um falso irmã uma regulamentação mais rígida de punição para quem comete crime virtual. A tendência que se acabe apenas aumentando com o tempo de paul. Postam exemplos eu da falta de o de punição. Dá aquela alma expor-se pode não ser chefe do valentina que. De onze unidades foi sediada virtualmente por muitos pessoas. Consegui para molecada ou entrou na justiça da justiça e o juiz coloque no ar dá seguimento à ação porque eu tinha assuntos mais importantes para a ampla se julgado que o caso dela. Nisso aceso sai do local os turnos por curral mesmo para que os extremistas de vômitos idéias e e as que pior que isso que acabe funciona pessoa com cursos discursos de ódio machismo o racismo. Egito fobia essas outros réus que esforço como se fossem liberados pressão e é isso.,otico extremismo entao concessoes reais ano conta mato permitir ente poetizar liberdade expressao instrumento divulgar odio mesmo acaba aumentar muitas d ritos sais razoes por limites filtrar cruzar pocos fazer facilita mensagens odio submisso divulgar espelho junto falso irma regulamentacao rigido punicao comete crime virtual tendencia acabar apenas aumentar tempo paul postar exemplos falta punicao dar alma expor-se ser chefe valentina onze unidades sediar virtualmente muitos pessoas conseguir molecada entrar justica justica juiz coloque ar dar seguimento acao assuntos importantes ampla julgado caso d aceso sair local turnos curral extremistas vomitos ideias pior acabar funcionar pessoa cursos discursos odio machismo racismo egito fobia outros reus esforcar liberar pressao
35,Eu acredito sim que as redes sociais digitais a é aumentam a é os as posições extremistas mas não por nada intrínseco na nas redes sociais em si mas pelo fato de são um meio de comunicação muito mais rápido do que do que nós estávamos acostumados rica e que antes na imprensa tradicional a é existe uma credibilidade de fontes e um trabalho é jornalístico muito é intenso antes das das informações geralmente chegaram não chegar nas pessoas e antes de antes da é de dessa forma as pessoas nas celas a fonte não fosse confiáveis ser a mim tira força uma mentira ou alguma coisa muito enviesada afonso a fonte perdia credibilidade o veículo de comunicação por de credibilidade e agora com a ana nas redes sociais o conteúdo gerado muito rápido e é uma concorrida muito grandes de entregar a informação. E isso o faz com que as informações chegam muito rápido nas pessoas e gera um efeito manada muito grande e as pessoas vão criando opiniões muito rápido e e não tem essa é não são educadas ainda para. Desconfiar mais do que lei de tão senso crítico de desconfiar ela simplesmente acreditam na v e é começo acreditavas eras ferozmente na nas coisas que leem e aí co com isso acaba gerando muitas divergências na re com e com essas divergências como é que essa falta de de de educação e de ter senso crítico e de questionar as coisas pessoas não mudam mais idéia na então elas acreditam numa coisa que apareceu que ele não tem fundamento nenhum e vão entrando num abismo ali com um monte de conteúdo com muita informação de uma vez e não consegue mais sair dele porque não questionam as coisas tão as que têm mais a ver com o com a velocidade de informação e credibilidade da informação não só na rede social que agora o o veículo não é mais um no meio de comunicação jornalística.,acreditar redes sociais digitais aumentar posicoes extremistas nada intrinseco redes sociais si fato meio comunicacao rapido acostumar rica antes imprensa tradicional existir credibilidade fontes trabalho jornalistico intenso antes informacoes geralmente chegar chegar pessoas antes antes d forma pessoas celas fonte confiaveis ser mim tira forcar mentira alguma enviesar afonso fonte perder credibilidade veiculo comunicacao credibilidade agora ana redes sociais conteudo gerar rapido concorrido grandes entregar informacao fazer informacoes chegar rapido pessoas gerar efeito manar grande pessoas vao criar opinioes rapido educar ainda desconfiar lei senso critico desconfiar simplesmente acreditar v comeco acreditavas eras ferozmente leem ai co acaba gerar muitas divergencias re divergencias falta educacao senso critico questionar pessoas mudar ideia entao acreditar aparecer fundamento nenhum vao entrar abismo ali monte conteudo muita informacao vez conseguir sair d questionar ter velocidade informacao credibilidade informacao rede social agora veiculo meio comunicacao jornalistica
36,Sim eu acredito que as redes sociais de tais ajudou aumentar posições extremistas. Eu acredito desse fato. Por conta das redes sociais permitirem que indivíduos de. Opiniões semelhantes entrem contato independentemente das barreiras geográficas. Isso faz com que e as pessoas conversem não existem vários estudos cognitivo de violinistas psicológicos em geral. Que apontam que pessoas que têm uma opinião semelhante quando conversam sobre esse assunto. Tem mais certeza de sua própria opinião e ficam mais radicais em relação ao assunto discutidos. Portanto o só esse fato das redes sociais digitais colocarem pessoas de opiniões semelhantes em contato. A é a independentemente da distância geográfica já de alguma forma. Crie uma tendência a extremos outra coisa é que ao permitir espaço virtual. De que qualquer um pode dizer alguma coisa você não tem mais. A pressão de grupos. Que teria. Os na em relação ao meio social que absorve tão cedo só haviam meio social digamos democrático. E ela ter opiniões ante democráticos ela não externa sua opinião desse meio democrático porque ela sofreria represálias na internet por conta da distância das possibilidades enormidade e por conta do que o acabei de citar de colocar a pessoas de opiniões semelhantes em contato independentemente das sanções. Isso facilita a a exposição de opiniões radicais ou extremistas que não seriam aceitas na maior parte ou ao menos em determinados meios sociais.,acreditar redes sociais tais ajudar aumentar posicoes extremistas acreditar d fato conta redes sociais permitir individuo opinioes semelhantes entrar contato independentemente barreiras geograficas fazer pessoas conversem existir varios estudos cognitivo violinistas psicologicos geral apontar pessoas ter opiniao semelhante conversar sobre assunto certeza propria opiniao ficar radicais relacao assunto discutir portanto fato redes sociais digitais colocar pessoas opinioes semelhantes contato independentemente distancia geografica alguma forma crie tendencia extremo outra permitir espaco virtual qualquer dizer alguma pressao grupos relacao meio social absorver cedo haver meio social dizer democratico opinioes ante democraticos externo opiniao d meio democratico sofrer represalias internet conta distancia possibilidades enormidade conta acabar citar colocar pessoas opinioes semelhantes contato independentemente sancoes facilita exposicao opinioes radicais extremistas aceito maior parte menos determinar meios sociais
37,Sim acredito que as ressocializar de tais ajudem a aumentar as posições extremistas pelo fato essas opiniões que antes poderiam ficar para um meio um grupo de pessoas específicos hoje com a facilidade da internet o acesso às redes sociais por todos um número maior de pessoas possam se identificar compactamente de propagar os em escala gigantesca e por pessoas se sentirem seguras usando identidades ocultas passam a expressar suas idéias e até aumentar o desenvolvimento de atividades de transmissão de conhecimentos que antes eram restrito algum determinado grupo de pessoas creio que orientações diversas são passados através desse meio aqui identifique pois a internet tornou são importante ferramenta tecnológica para todos inclusive a quem tem pensamentos e opiniões extremistas aumentando assim o alcance de um número maior de pessoas com as mesmas idéias porém a meu ver não dá ainda para determinar a capacidade real das redes para a promoção de ações em um processo de radicalização de indivíduos que participam dessas comunidades virtuais e de interessados em praticar a posição extremista contra qualquer tipo de idéia contrária.,acreditar ressocializar tais ajudem aumentar posicoes extremista fato opinioes antes poderiam ficar meio grupo pessoas especificos hoje facilidade internet acesso s redes sociais todos numero maior pessoas possam identificar compactamente propagar escala gigantesca pessoas sentir seguras usar identidades ocultas passam expressar ideias aumentar desenvolvimento atividades transmissao conhecimentos antes restrito algum determinar grupo pessoas crer orientacoes diversas passar atraves d meio aqui identifique pois internet tornar importante ferramenta tecnologica todos inclusive pensamentos opinioes extremistas aumentar assim alcance numero maior pessoas mesmas ideias porem dar ainda determinar capacidade real redes promocao acoes processo radicalizacao individuos participar d comunidades virtuais interessados praticar posicao extremista contra qualquer tipo ideia contraria
38,O número de agentes sociais o mundo os usam algoritmos para é já definiu que você suas pendências de preferência cães só vai mostrar para vocês o que você ir para a série os tios e a doação de uma santa maneira você já fica sentenciado canalizam a haverá extremista com um lado do que na rede social não são tão na cara a cara com ninguém você não para. Presencialmente com ninguém nação não jeito de você escancarar o que você acha de uma maneira agressiva com os a adrian de repente não mais que o seu jornal.,numero agentes sociais mundo usar algoritmos definir pendencias preferencia caes mostrar ir serie tios doacao santa maneira fica sentenciar canalizar haver extremista lado rede social cara cara ninguem presencialmente ninguem nacao jeito escancarar achar maneira agressiva adrian repente jornal
39,Com. Cara eu acha sim porque erro galera fica atrás do computador e ai geralmente você não tá vendo outra pessoa e ai fica mais fácil escamento para você eles onça contrário então iniciar uma discussão. Ele também. É tudo muito mais no mais superficial você não tem. Certeza daquilo que você talento tanto do pouco mais complicadas e as pessoas começa a discutir se ela se conhecerem. Rio a fissão muito chata. Quis sim em posições de ministros são reforçadas pelas mídias sociais. Mesmo porque as pessoas às pode colocar tudo a semsa é consequência alguns. Em acabar eu acho que as mídias sociais contribuem muito para isso. É uma coisa complicada ática gente tem que aprender a viver com as mídias sociais ainda para reduzir essas posições extremistas que existem atualmente.,cara achar erro galera ficar atras computador ai geralmente ta ver outra pessoa ai ficar facil escamento onca contrario entao iniciar discussao superficial certeza d talento tanto pouco complicadas pessoas comeca discutir conhecer rio fissao chata querer posicoes ministros reforcar midias sociais pessoas s colocar semsa consequencia alguns acabar achar midias sociais contribuir complicar atica gente aprender viver midias sociais ainda reduzir posicoes extremistas existir atualmente
40,Dança sinhó acredita que as redes sociais hoje o ajudam a aumento das posições extremistas pois hoje qualquer pessoa pode ser famosa o que a pressão pode de centenas ou milhares de seguidores e tem dessas pessoas. Ainda mais sem uma validação maior do que cada conteúdo é ou com as regras de cada rede social pessoal pode. Falar ela pode ela pode dividir a opinião que ela quis é esse diversos seguidores vão escutar seja ela radical seja ela não é e muitas vezes compartilhar aumentando mais ainda sua rede. De pessoas que compartilham do mesmo ideal. Se a se sociais essam trabalho. Com um talvez um pouco mais de censura ou pelo menos um pouco mais de que cor nas contos posição uma cuidado com cada pessoa posso pró aumente o alcance de posições extremistas elas seriam muitos menores.,danca sinho acreditar redes sociais hoje ajudar aumento posicoes extremistas pois hoje qualquer pessoa ser famosa pressao centenas milhares seguidores d pessoas ainda validacao maior cada conteudo regras cada rede social pessoal falar dividir opiniao querer diversos seguidores vao escutar radical muitas vezes compartilhar aumentar ainda rede pessoas compartilhar ideal social essam trabalho talvez pouco censura menos pouco cor contos posicao cuidado cada pessoa posso pro aumente alcance posicoes extremistas muitos menores
